ID	label
1339736688021491712	rumor
1340312226616500227	rumor
1341025495928987649	non-rumor
1341065617877725185	rumor
1341798227893489665	non-rumor
1341900107940122624	rumor
1342304055192936449	non-rumor
1342857477495410688	non-rumor
1344167922583920640	non-rumor
1344341809732923393	non-rumor
1344470833742360576	non-rumor
1344503084823691273	non-rumor
1344541468027834370	rumor
1344674989862170624	non-rumor
1344881394502262789	non-rumor
1344914338549624833	non-rumor
1344975239508230144	non-rumor
1344999083086233600	rumor
1345339059401584640	non-rumor
1345360661820428288	rumor
1345367707521191938	rumor
1345385183420141568	non-rumor
1345610471424937984	rumor
1345856854178504705	rumor
1345913086184714242	non-rumor
1346097803173519362	non-rumor
1346120697534320641	rumor
1346305092048224257	non-rumor
1346372462976540674	non-rumor
1346460307598749697	rumor
1346614960751841280	rumor
1346620818453794817	rumor
1346622513732702209	non-rumor
1346647380020629505	rumor
1346748982152765440	rumor
964737677982449664	rumor
983553604953956352	rumor
1005502479969214465	non-rumor
1067001721010995200	non-rumor
1132213987599216641	non-rumor
1134706464147165184	non-rumor
1143794495982583809	non-rumor
1148574242943852545	non-rumor
1149652030606069760	non-rumor
1150784786916503554	non-rumor
1151142229576056833	non-rumor
1151863521107271680	non-rumor
1161283775533391872	non-rumor
1164402176392744961	non-rumor
1164447110881796096	non-rumor
1173963745862701058	non-rumor
1179944429617991681	non-rumor
1180068531661967360	non-rumor
1191345481743360000	non-rumor
1212943331199717376	rumor
1218814361851944960	non-rumor
1219641141559058432	non-rumor
1220290125541912576	rumor
1220327417954226176	rumor
1220581334617223170	rumor
1220599529764016129	non-rumor
1220629009140088832	rumor
1220797963959562240	rumor
1221090786697048064	rumor
1221180316393648131	non-rumor
1221283595643498496	rumor
1222066303839670272	rumor
1222337973447823361	rumor
1222636698909065218	rumor
1223370225367650304	rumor
1223420419824185344	rumor
1224259825682591744	rumor
1224404571792887810	rumor
1224572414048137216	rumor
1225600064585916416	non-rumor
1226212324228259840	rumor
1226368043434954752	rumor
1226482587675152390	rumor
1226652879160848384	non-rumor
1227409338605670403	rumor
1227638354520485890	rumor
1228229624364068866	rumor
1229073413165047809	rumor
1229362718274134017	rumor
1229592854370168836	non-rumor
1229601702765944833	non-rumor
1229615900870922241	non-rumor
1229688698523897857	rumor
1229801397488668674	rumor
1230672530861477890	non-rumor
1230845626121719808	rumor
1231007358232547328	rumor
1231037063769669633	rumor
1232069224312365057	non-rumor
1232258802826661888	rumor
1233037928328257536	rumor
1235173494683467776	rumor
1235181159799296006	rumor
1236162579979833344	non-rumor
1238039075484909568	non-rumor
1238451421600575490	non-rumor
1240763839605604361	rumor
1241567274710044672	rumor
1241921607997808640	rumor
1242052831022112770	non-rumor
1244809045015326720	non-rumor
1245371414812778497	non-rumor
1246808138193547265	rumor
1246810905863741441	rumor
1247094315790127105	non-rumor
1247147164205223936	rumor
1247340896514789377	rumor
1247502814865248256	rumor
1247983697229262848	rumor
1248816587836141570	non-rumor
1248988573690261506	non-rumor
1250797606172856321	rumor
1250893688517033984	rumor
1250966318972653569	rumor
1251170479488020482	non-rumor
1251175298114125826	rumor
1251310765576908800	non-rumor
1251320502196539392	non-rumor
1252208259848638467	non-rumor
1252985720471519232	rumor
1253300231195758598	rumor
1253350131832950784	non-rumor
1253756395603857411	rumor
1254061048866525185	rumor
1254595932005511171	rumor
1254599180431044610	rumor
1254680579012022273	rumor
1254780096579158024	rumor
1255273036003053570	non-rumor
1255342968967516160	rumor
1255347796363935744	non-rumor
1255348978645905409	rumor
1255572410289385472	non-rumor
1255654298458796037	non-rumor
1255700905640497157	non-rumor
1255851836923187200	non-rumor
1255882830267256833	non-rumor
1256636194689028101	rumor
1256885419863683072	non-rumor
1257147867715829762	non-rumor
1257163944046649344	non-rumor
1257164624274882562	rumor
1257180485106782209	non-rumor
1257230746948734976	non-rumor
1257848993389752321	non-rumor
1258270773770403841	rumor
1258282918536818688	non-rumor
1258607696330338304	non-rumor
1258607748775841792	non-rumor
1258613385333288962	rumor
1259020424005873664	non-rumor
1259045443025039361	non-rumor
1259172295945236482	non-rumor
1259492403116998658	rumor
1259497059708735488	rumor
1259700779578871808	non-rumor
1259866345879023617	non-rumor
1261091971575148544	non-rumor
1261529998436917248	rumor
1261998120260513792	non-rumor
1266377427816599554	non-rumor
1273802708185747458	rumor
1275725355911954433	non-rumor
1276735940422066177	non-rumor
1280186166646468609	rumor
1280408545020669952	rumor
1281834759761596418	non-rumor
1282147669926793217	rumor
1282493044843896833	non-rumor
1284330182916988928	non-rumor
1286144673367629824	rumor
1287426883810992128	rumor
1287426912361631750	rumor
1287427735967670272	rumor
1287894191654293509	rumor
1288453903344967682	rumor
1288997910323949574	non-rumor
1289401410715410432	non-rumor
1289898134189961218	non-rumor
1290693008988332033	non-rumor
1291192038260498432	non-rumor
1292129097410400256	rumor
1295592577425539073	non-rumor
1297702901544935425	non-rumor
1297954986320519168	non-rumor
1302057923015847942	non-rumor
1304538112132034560	non-rumor
1306018160022294528	rumor
1306027430533005315	rumor
1306187551796068353	non-rumor
1306397126507675648	rumor
1308909356856029184	rumor
1309418805362212864	non-rumor
1309423728820854785	non-rumor
1309521948443947008	non-rumor
1309704574505226240	non-rumor
1314239666984370176	non-rumor
1318573484558159879	non-rumor
1319560699408859136	non-rumor
1319877204570828800	rumor
1325769314897571843	rumor
1325921564215422976	non-rumor
1333262174626594817	non-rumor
1334395163586621443	non-rumor
1339776318242635776	rumor
1343570851057205248	non-rumor
1344084804413767680	rumor
1344571709504962560	non-rumor
1345432091757072394	rumor
1346385046039498752	non-rumor
248355677406363648	non-rumor
259343047438000128	non-rumor
270481280100085761	non-rumor
286130516493733888	non-rumor
331407586916175875	non-rumor
333946973805740032	non-rumor
376763559419445250	non-rumor
384588882559262720	non-rumor
422606149423079424	non-rumor
552494655703879681	non-rumor
818635229984231425	non-rumor
974170763321229312	non-rumor
976929691604078592	non-rumor
986434512560177152	non-rumor
988304507808317440	non-rumor
1223837643273883649	rumor
1223858452029566976	rumor
1224296976650395651	non-rumor
1224505349643948032	non-rumor
1224863228557189122	rumor
1225441525615726592	non-rumor
1225623451714506752	rumor
1225632778626228225	non-rumor
1226160968335491072	non-rumor
1226385236616859648	non-rumor
1227056553422815232	non-rumor
1227651978366349312	rumor
1228353944486678529	non-rumor
1229458490894114817	non-rumor
1229539067252994048	non-rumor
1229562443745067009	non-rumor
1229585476685828096	rumor
1230394152409391104	non-rumor
1230850712076087297	rumor
1230872713851482112	rumor
1231125928706592768	rumor
1231179326415982593	non-rumor
1231615074252591104	rumor
1231772223834411014	non-rumor
1232199199795507200	non-rumor
1232987616321998848	non-rumor
1233030233659301888	rumor
1233113000371982336	non-rumor
1233391684010070016	rumor
1233470418654310406	non-rumor
1233521407994232833	non-rumor
1233605418057748482	non-rumor
1233799104263749633	non-rumor
1233945251968057345	rumor
1234286253861822464	rumor
1234365260959830017	rumor
1234683114057658370	rumor
1234969321773789184	non-rumor
1235112674783932417	rumor
1235124069239906304	non-rumor
1235381706049196032	rumor
1235482933647085568	non-rumor
1236561397997350912	non-rumor
1237769098760556549	non-rumor
1238316838078935041	non-rumor
1238330863319826432	non-rumor
1238397195583275008	non-rumor
1238397643627216898	non-rumor
1238544893544468480	non-rumor
1239346984001196032	rumor
1239831839772217344	non-rumor
1239978601015128067	non-rumor
1240223923813277697	non-rumor
1240250164545232901	non-rumor
1240865652983947269	non-rumor
1241365616902180864	non-rumor
1241702925459763201	non-rumor
1241727660021231621	rumor
1241779171228966913	non-rumor
1241883145839898629	non-rumor
1241883789053190145	non-rumor
1241935403143184384	non-rumor
1242024694993129472	non-rumor
1242047812344274945	non-rumor
1242090305123315712	non-rumor
1242109135258296321	non-rumor
1242634809257721857	non-rumor
1242677592303341568	non-rumor
1242810453220364288	non-rumor
1243092827585646592	non-rumor
1243549346932510725	rumor
1243752709573849088	non-rumor
1243911110341709824	non-rumor
1244195090249089026	non-rumor
1244789511760097286	non-rumor
1244973838011695104	rumor
1245812517290598403	non-rumor
1245897630024007680	non-rumor
1246256536214618112	non-rumor
1246263290373660673	non-rumor
1246788643202707456	non-rumor
1246820364816089090	non-rumor
1247374349692219392	non-rumor
1247735922033954816	non-rumor
1248513546117361665	non-rumor
1248781545998913536	non-rumor
1248849781025366018	rumor
1248955193875673088	non-rumor
1249132007529107457	non-rumor
1249945039565774850	rumor
1250394579875926018	non-rumor
1250627475253522433	non-rumor
1250725999077060608	rumor
1250780288482897920	non-rumor
1250948605906575361	non-rumor
1252562085948665856	non-rumor
1253852898095595520	non-rumor
1254672777904369670	non-rumor
1254929884343701504	non-rumor
1255079572451676160	non-rumor
1255264302744944640	non-rumor
1256769697497985026	non-rumor
1258130832029605889	non-rumor
1259871052122984449	non-rumor
1260426753207603209	non-rumor
1260569942400827393	non-rumor
1261617263116873730	non-rumor
1262259083958075392	non-rumor
1263649170893623297	non-rumor
1264336724240461824	non-rumor
1264459077989482496	non-rumor
1265177448351535104	non-rumor
1265214516410765312	non-rumor
1265532298298044420	non-rumor
1265938327074566144	non-rumor
1266270551720390657	non-rumor
1268935777813237761	non-rumor
1270497482418642950	non-rumor
1270943844779974657	non-rumor
1272526736668966916	rumor
1274772805666693121	non-rumor
1275597005620867072	non-rumor
1278137464708726784	rumor
1278591738668441600	non-rumor
1280071489019142146	non-rumor
1281196566192111617	non-rumor
1282136596721139712	non-rumor
1282487408001310721	non-rumor
1285936582428700672	rumor
1286115128996290561	non-rumor
1287311948527415297	non-rumor
1288292197532438528	non-rumor
1293052193298292736	non-rumor
1293476065386479617	non-rumor
1293751882762948609	non-rumor
1299286238306775042	non-rumor
1300652099999617025	non-rumor
1303226564780326912	non-rumor
1303308281734000640	rumor
1303875844138504192	non-rumor
1304458915988623360	non-rumor
1304580252908150785	non-rumor
1304615059914547200	non-rumor
1306435206237368320	non-rumor
1309247002425716737	non-rumor
1309296562418352129	non-rumor
1312066567891345408	non-rumor
1312229751545827328	non-rumor
1312587636465307650	rumor
1312763946894467074	non-rumor
1313169028861562880	non-rumor
1314767842164772864	rumor
1316371498941263872	non-rumor
1317341294419611650	non-rumor
1317571085743828992	non-rumor
1317794373904551936	non-rumor
1319997688738238465	non-rumor
1322202847723753473	non-rumor
1322727561768497153	non-rumor
1329833590662836226	non-rumor
1329972242936078337	non-rumor
1330222015333199873	non-rumor
1331422275199926272	non-rumor
1335690680606265345	non-rumor
1338274074028515328	non-rumor
1339842842684899328	non-rumor
1341462781816578049	non-rumor
1345653138343116800	non-rumor
1346192176649146369	non-rumor
1072795536778944513	non-rumor
1075791210499850241	non-rumor
1076662556612210688	non-rumor
1081057254055469056	rumor
1081084026239180800	non-rumor
1081192793907838977	non-rumor
1107158725440073729	non-rumor
1127099358481006592	non-rumor
1127862891493781509	rumor
1127953475961143300	rumor
1137876138133315584	non-rumor
1165951432782221318	non-rumor
1189117778994712576	non-rumor
1194877013049266176	rumor
1196400750072619014	rumor
1197628250106798103	non-rumor
1211726015162007552	rumor
1213255737142435841	non-rumor
1218612655675584512	rumor
1219286734602522624	non-rumor
1219513270848999424	rumor
1219626927448678400	rumor
1220088614262050816	rumor
1220113490330836992	rumor
1220139628268646400	rumor
1220145524575072256	rumor
1220150060039786496	non-rumor
1220173082754797568	rumor
1220285396094869504	non-rumor
1220351836663644163	non-rumor
1220360621562191872	rumor
1220363529812946944	rumor
1220364243318394880	non-rumor
1220370906758803456	rumor
1220383071352033280	non-rumor
1220396852048285696	rumor
1220532780703969281	rumor
1220534137905278977	non-rumor
1220623170719240192	rumor
1220658871544565760	non-rumor
1220704677140074499	non-rumor
1220708004519129089	rumor
1220734402327609346	non-rumor
1220760931275280385	non-rumor
1220809628101025795	non-rumor
1220904120518836224	non-rumor
1220983790736044032	non-rumor
1221027141589975041	non-rumor
1221174863135510528	non-rumor
1221227065397014529	non-rumor
1221269484935110656	non-rumor
1221360948893618177	rumor
1221446254149820416	non-rumor
1221462249619042309	non-rumor
1221640602015584260	non-rumor
1221676501726138368	non-rumor
1221693747215380480	non-rumor
1221753792397398017	rumor
1221790635776081922	rumor
1221820187227365376	non-rumor
1221975209525145602	rumor
1222039304676864002	rumor
1222050884101656576	non-rumor
1222074521278009344	non-rumor
1222106244925669377	non-rumor
1222113647217922051	non-rumor
1222163582105931776	non-rumor
1222166943752318977	non-rumor
1222190846738456576	non-rumor
1222204128614588416	non-rumor
1222291184556572672	non-rumor
1222298637637734402	rumor
1222339490863169536	non-rumor
1222382389172801536	non-rumor
1222436872456065024	rumor
1222583543777222656	rumor
1222587465086590976	rumor
1222679891058933760	non-rumor
1222866178512547841	non-rumor
1222916858950705154	rumor
1222925382464110593	non-rumor
1222978237971693569	non-rumor
1223023080563453952	rumor
1223101715924189190	non-rumor
1223125974159519746	rumor
1223184127651745794	rumor
1223249216459460619	non-rumor
1223308790902272001	non-rumor
1223353662237528065	non-rumor
1223419699125338113	rumor
1223473879823208448	non-rumor
1223593466929844224	non-rumor
1223632151750406144	non-rumor
1223796933728329730	rumor
1223822508031401986	non-rumor
1223916496767700993	non-rumor
1223995635281661953	non-rumor
1224034148127346688	non-rumor
1224337257236172800	non-rumor
1224343458770452483	non-rumor
1224444113975574529	non-rumor
1224545247172018176	rumor
1224593470150414338	non-rumor
1224610057893007363	non-rumor
1224620498195058688	non-rumor
1224639744811786241	non-rumor
1224765863707828224	non-rumor
1224799236589527045	rumor
1224861990302019585	non-rumor
1224895051748249606	non-rumor
1224974259082022912	rumor
1225120101877395457	non-rumor
1225433995787112448	non-rumor
1225437743506837504	non-rumor
1225443693416591360	non-rumor
1225451220627808257	rumor
1225615163967131648	non-rumor
1225644273481089027	non-rumor
1225645525157892098	non-rumor
1225856434467934208	rumor
1225902139999997952	rumor
1225902418145267715	rumor
1225926409396211712	non-rumor
1226059541546012672	non-rumor
1226059589109436416	non-rumor
1226060988266319874	non-rumor
1226145640373202944	rumor
1226151463501602816	rumor
1226162400413372417	non-rumor
1226284956109934593	rumor
1226406676225347585	rumor
1226523605627998209	rumor
1226591212817305600	rumor
1226660049419792385	non-rumor
1226709451987726336	non-rumor
1226717425451831298	non-rumor
1226731372603154432	non-rumor
1226812812841742337	rumor
1226840140569436160	rumor
1226964996258705409	non-rumor
1227021208308174853	non-rumor
1227036170795700224	non-rumor
1227038530536296448	non-rumor
1227071158429745152	rumor
1227082961830514688	rumor
1227083063714181121	rumor
1227088130349551616	non-rumor
1227155313926852608	non-rumor
1227175117446213633	non-rumor
1227253032028721154	rumor
1227417474083282946	rumor
1227486322652143617	non-rumor
1227613984452468736	non-rumor
1227646351040606208	rumor
1227657421138477057	rumor
1227699311401717760	rumor
1227902098576068609	rumor
1227958245442105344	rumor
1227965151275556864	non-rumor
1228078877119074304	rumor
1228131800255328256	non-rumor
1228134980594946049	non-rumor
1228139099443339265	non-rumor
1228144327735435265	non-rumor
1228223462612668418	non-rumor
1228286431723835393	non-rumor
1228398600138448897	rumor
1228411587989561344	non-rumor
1228444364847775744	rumor
1228663765157195777	rumor
1228723776973615104	rumor
1228736737381376001	rumor
1229048870421712896	non-rumor
1229049313591840771	rumor
1229127021231472650	non-rumor
1229191654084472833	non-rumor
1229211489430454273	non-rumor
1229354368144568326	rumor
1229411535681990661	rumor
1229507945806757888	rumor
1229660214082727936	non-rumor
1229718371463135237	non-rumor
1229756382972272640	non-rumor
1229849704806178817	rumor
1229924383763812352	non-rumor
1230046864327593984	non-rumor
1230068679393542147	non-rumor
1230120242929635329	non-rumor
1230196788537241600	rumor
1230296894296842240	non-rumor
1230499884798636032	rumor
1230517783210921984	rumor
1230647898376822784	non-rumor
1230655407233744896	non-rumor
1230856680813936642	rumor
1231193488240152576	rumor
1231218932125753349	rumor
1231229891904929792	non-rumor
1231490376180961281	rumor
1231556500482449408	rumor
1231588456373067776	non-rumor
1231598413394870273	non-rumor
1231629959124275200	rumor
1231634962824257542	non-rumor
1231668193762172930	non-rumor
1231735750523260929	non-rumor
1231754582042140672	rumor
1232282716491501568	rumor
1232372819431849984	non-rumor
1232405671263391744	rumor
1232423869731999750	rumor
1232610447536349185	non-rumor
1232639901864095744	non-rumor
1232673171528146947	non-rumor
1232699362670592000	non-rumor
1232885743363575808	non-rumor
1232888033092878338	non-rumor
1232906477876023308	non-rumor
1232923068193890304	non-rumor
1232940851438878720	non-rumor
1233046240096448512	non-rumor
1233063558184783873	rumor
1233255424129810432	non-rumor
1233258271617667073	non-rumor
1233373247967723520	non-rumor
1233569333378371584	non-rumor
1233592943648239617	rumor
1233604482308747264	non-rumor
1233615666072023041	rumor
1233710806753103873	non-rumor
1233733075764297730	rumor
1233749884701855746	non-rumor
1233790246661316608	rumor
1234075272359694336	non-rumor
1234122118402539522	non-rumor
1234137024795467779	rumor
1234411426904604672	rumor
1234424898728030208	rumor
1234470959031050241	non-rumor
1234819352001531904	rumor
1234865953114087428	rumor
1235627145201934337	rumor
1235933376218951680	non-rumor
1236105941856051200	rumor
1236172443338719234	non-rumor
1236508123960991745	non-rumor
1236545820310175746	non-rumor
1237075223100432387	non-rumor
1237179474229297153	non-rumor
1237266614443282432	non-rumor
1237321924952260608	non-rumor
1237355820720914432	non-rumor
1237557427521728513	non-rumor
1237728478843342850	non-rumor
1237744704898215938	non-rumor
1237958289729572864	rumor
1238082860961140738	non-rumor
1238159505009053697	rumor
1238255469833138178	non-rumor
1238476589123252224	rumor
1238526639627091972	non-rumor
1238531204015628288	non-rumor
1238532779911950336	non-rumor
1238563038782984192	non-rumor
1238564595360555008	non-rumor
1238627399241170945	non-rumor
1238705504727121926	rumor
1238709996101046272	rumor
1239016894637604865	non-rumor
1239048994212454400	non-rumor
1239248168472268801	non-rumor
1239281120627372036	non-rumor
1239561723893305344	non-rumor
1239623365846949894	non-rumor
1239706455143522304	non-rumor
1239733189687406595	non-rumor
1239765887134994434	non-rumor
1239800146239447040	non-rumor
1239980162201948160	non-rumor
1240213806472724483	non-rumor
1240398432105377792	non-rumor
1240414612123791371	non-rumor
1240423062606155776	rumor
1240585924762726402	non-rumor
1240647988759932930	non-rumor
1240848747279638530	non-rumor
1240872573488861184	non-rumor
1240933982956433413	non-rumor
1241032454397259776	non-rumor
1241205429767507968	non-rumor
1241220210331353088	non-rumor
1241238791240572928	non-rumor
1241379036212781057	non-rumor
1241389347695292417	non-rumor
1241615781827248136	non-rumor
1241622024008671234	non-rumor
1241711753542512640	non-rumor
